"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"KGZ","","ALL","1992","97"
"TKM","","ALL","1999","99"
"TKM","","ALL","1996","93"
"MKD","","ALL","2011","94"
"TKM","","ALL","1994","97"
"","CARINFONET","ALL","1990","91.05448873"
"EST","","ALL","1986","96"
"BGR","","ALL","2013","97"
"","CARINFONET","ALL","1994","92.62337151"
"GRC","","ALL","1995","50"
"GRC","","ALL","1996","70"
"GEO","","ALL","1997","76"
"TKM","","ALL","2016","99"
"LTU","","ALL","1995","97"
"ROU","","ALL","2013","99"
"","CARINFONET","ALL","2006","98.24526263"
"","EU_MEMBERS","ALL","1992","68.08842918"
"LTU","","ALL","1990","94"
"AZE","","ALL","2006","99"
"AZE","","ALL","2000","98"
"ROU","","ALL","2007","99"
"KGZ","","ALL","2008","99"
"TJK","","ALL","1995","96"
"LVA","","ALL","2006","95"
"","EU_MEMBERS","ALL","2004","70.00761633"
"MDA","","ALL","1991","98"
"HUN","","ALL","2012","99"
"AZE","","ALL","1995","93"
"KGZ","","ALL","1999","99"
"EST","","ALL","1985","97"
"MKD","","ALL","1993","95"
"TUR","","ALL","2009","96"
"BGR","","ALL","2009","98"
"KGZ","","ALL","1995","96"
"BGR","","ALL","1994","98"
"MKD","","ALL","2004","94"
"HUN","","ALL","1991","99"
"MDA","","ALL","1988","96"
"EST","","ALL","1992","98"
"","CIS","ALL","1997","95.26242973"
"BIH","","ALL","2015","95"
"ARM","","ALL","2013","99"
"KAZ","","ALL","2016","95"
"HRV","","ALL","2016","99"
"SVK","","ALL","1990","98"
"EST","","ALL","1980","96"
"PRT","","ALL","2000","82"
"","CARINFONET","ALL","1991","90.03053555"
"","EU_AFTER_MAY2004","ALL","2015","95.92846972"
"","CARINFONET","ALL","1995","95.96221031"
"EST","","ALL","1982","97"
"CZE","","ALL","2008","99"
"","SEEHN","ALL","1981","88.32539226"
"CZE","","ALL","2007","99"
"UZB","","ALL","2013","99"
"RUS","","ALL","2014","96"
"SVN","","ALL","1992","93"
"SWE","","ALL","2014","26"
"TJK","","ALL","2014","98"
"","EU_AFTER_MAY2004","ALL","1996","97.72196302"
"","EU_AFTER_MAY2004","ALL","1997","97.2455183"
"ROU","","ALL","2003","99"
"LVA","","ALL","2007","95"
"LTU","","ALL","2014","98"
"MDA","","ALL","1990","96"
"KGZ","","ALL","2007","98"
"GRC","","ALL","2009","91"
"","EU_AFTER_MAY2004","ALL","2002","97.11988419"
"SWE","","ALL","2013","27"
"HUN","","ALL","2005","99"
"UZB","","ALL","2012","99"
"ARM","","ALL","1991","86"
"TKM","","ALL","1993","94"
"","EU_AFTER_MAY2004","ALL","2013","95.96121581"
"PRT","","ALL","1985","82"
"","EU_AFTER_MAY2004","ALL","2005","96.61844249"
"KGZ","","ALL","2005","96"
"KGZ","","ALL","1997","97"
"KAZ","","ALL","1997","99"
"EST","","ALL","2016","95"
"NOR","","ALL","1991","95"
"PRT","","ALL","1987","78"
"MKD","","ALL","2009","98"
"HUN","","ALL","2000","99"
"HRV","","ALL","1992","92"
"EST","","ALL","1993","98"
"KAZ","","ALL","2015","95"
"TKM","","ALL","1997","97"
"EST","","ALL","1996","99"
"ARM","","ALL","1995","84"
"UZB","","ALL","2009","99"
"ROU","","ALL","1986","93"
"SRB","","ALL","2008","99"
"RUS","","ALL","2008","96"
"UKR","","ALL","1991","99"
"AZE","","ALL","2008","98"
"SWE","","ALL","2000","16"
"","WHO_EURO","ALL","2014","80.21230354"
"TJK","","ALL","2000","99"
"TJK","","ALL","1989","84"
"DNK","","ALL","1983","85"
"DNK","","ALL","1982","95"
"","CIS","ALL","1994","92.29046604"
"","WHO_EURO","ALL","2005","82.76353564"
"","CIS","ALL","1996","94.63835472"
"AZE","","ALL","1994","94"
"","CIS","ALL","2000","97.34610564"
"","CIS","ALL","2003","97.90768173"
"MDA","","ALL","2003","99"
"","EU_AFTER_MAY2004","ALL","2003","96.51043442"
"","WHO_EURO","ALL","2010","82.19188289"
"MDA","","ALL","2008","98"
"UZB","","ALL","2010","99"
"SVK","","ALL","2005","98"
"BGR","","ALL","1989","99"
"SVK","","ALL","2004","98"
"BGR","","ALL","1996","98"
"BGR","","ALL","1998","98"
"PRT","","ALL","2006","99"
"","CIS","ALL","2001","96.98285351"
"","EU_AFTER_MAY2004","ALL","2014","95.2659815"
"GEO","","ALL","2016","98"
"BLR","","ALL","2016","98"
"LTU","","ALL","1991","87"
"LTU","","ALL","1998","99"
"SVK","","ALL","1992","91"
"SRB","","ALL","2005","98"
"TKM","","ALL","1998","98"
"PRT","","ALL","1996","87"
"EST","","ALL","1983","97"
"ARM","","ALL","1996","82"
"GRC","","ALL","1994","50"
"FIN","","ALL","1986","80"
"LTU","","ALL","1986","99"
"ROU","","ALL","1989","90"
"RUS","","ALL","2010","96"
"","CIS","ALL","1999","97.48414845"
"","CARINFONET","ALL","2015","97.71992662"
"ARM","","ALL","2007","94"
"RUS","","ALL","1990","92"
"ARM","","ALL","2006","91"
"UZB","","ALL","1993","98"
"ROU","","ALL","1995","99"
"RUS","","ALL","1999","96"
"AZE","","ALL","2009","98"
"MDA","","ALL","1985","95"
"AZE","","ALL","1990","87"
"RUS","","ALL","1987","92"
"KGZ","","ALL","2001","99"
"SVK","","ALL","1991","90"
"ROU","","ALL","2010","99"
"EST","","ALL","2009","97"
"ARM","","ALL","2002","97"
"TUR","","ALL","2008","96"
"MDA","","ALL","2011","98"
"BGR","","ALL","1997","97"
"NOR","","ALL","2002","91"
"SVK","","ALL","2000","94"
"UZB","","ALL","2015","99"
"KGZ","","ALL","2004","99"
"NOR","","ALL","1997","98"
"SVK","","ALL","1999","96"
"LTU","","ALL","2003","99"
"AZE","","ALL","2001","99"
"POL","","ALL","2003","93"
"SVN","","ALL","1993","99"
"TUR","","ALL","2001","82"
"SVN","","ALL","2004","96"
"PRT","","ALL","1998","88"
"EST","","ALL","1990","98"
"ROU","","ALL","2000","99"
"POL","","ALL","2011","94"
"FIN","","ALL","2004","98"
"SRB","","ALL","1985","85"
"EST","","ALL","1988","99"
"RUS","","ALL","1989","92"
"SVK","","ALL","2002","98"
"HUN","","ALL","2007","99"
"UKR","","ALL","2012","95"
"BGR","","ALL","2012","97"
"TKM","","ALL","1991","96"
"DNK","","ALL","1984","85"
"KGZ","","ALL","2015","97"
"KGZ","","ALL","2010","98"
"LTU","","ALL","2015","97"
"KGZ","","ALL","1998","94"
"GRC","","ALL","1983","56"
"TUR","","ALL","2014","95"
"NOR","","ALL","1992","99"
"","CARINFONET","ALL","1996","95.81129908"
"LTU","","ALL","1999","99"
"ROU","","ALL","2016","96"
"SWE","","ALL","1995","14"
"TJK","","ALL","2002","98"
"TUR","","ALL","2007","94"
"MCO","","ALL","1989","99"
"TUR","","ALL","2006","88"
"HUN","","ALL","1999","99"
"MDA","","ALL","2002","99"
"AZE","","ALL","2005","98"
"","CIS","ALL","1990","91.21665087"
"FIN","","ALL","2003","98"
"GRC","","ALL","2007","91"
"TKM","","ALL","2010","99"
"ALB","","ALL","1983","90"
"AZE","","ALL","2016","98"
"","CIS","ALL","2002","97.9222018"
"TJK","","ALL","2001","97"
"","CARINFONET","ALL","2003","99"
"CZE","","ALL","2004","99"
"EST","","ALL","1987","98"
"TUR","","ALL","2013","96"
"AZE","","ALL","2002","99"
"AZE","","ALL","1992","86"
"","WHO_EURO","ALL","2006","84.47386647"
"BGR","","ALL","1986","99"
"POL","","ALL","1996","97"
"ROU","","ALL","2014","98"
"ROU","","ALL","2015","98"
"GEO","","ALL","1992","67"
"TUR","","ALL","2011","96"
"","WHO_EURO","ALL","2015","79.06295075"
"AZE","","ALL","2011","99"
"","WHO_EURO","ALL","2004","81.96469443"
"","CIS","ALL","1995","94.02767929"
"RUS","","ALL","1988","92"
"KAZ","","ALL","1992","90"
"NOR","","ALL","2001","92"
"","CARINFONET","ALL","1998","97.35799938"
"EST","","ALL","1981","96"
"","CIS","ALL","1998","96.32845433"
"RUS","","ALL","2002","97"
"ISR","","ALL","1980","75"
"","CARINFONET","ALL","2005","88.87955369"
"ROU","","ALL","2005","98"
"SVN","","ALL","2002","97"
"NOR","","ALL","2010","88"
"BIH","","ALL","2016","97"
"BGR","","ALL","2000","98"
"PRT","","ALL","2005","89"
"FIN","","ALL","2005","98"
"AZE","","ALL","2004","99"
"ALB","","ALL","2016","99"
"","WHO_EURO","ALL","2011","81.62276319"
"RUS","","ALL","1997","93"
"","CARINFONET","ALL","1999","98.36219103"
"UKR","","ALL","2010","92"
"BGR","","ALL","2016","96"
"UZB","","ALL","2014","99"
"MDA","","ALL","1992","92"
"ROU","","ALL","2004","99"
"BGR","","ALL","2011","98"
"RUS","","ALL","2003","97"
"FIN","","ALL","1981","90"
"HUN","","ALL","1997","99"
"MDA","","ALL","1996","97"
"ROU","","ALL","1998","99"
"AZE","","ALL","2003","99"
"TKM","","ALL","2012","99"
"CZE","","ALL","2000","99"
"SWE","","ALL","1992","13"
"SRB","","ALL","2003","74"
"POL","","ALL","1999","96"
"BLR","","ALL","2011","99"
"LVA","","ALL","1992","93"
"KGZ","","ALL","2014","97"
"HUN","","ALL","2001","99"
"ROU","","ALL","2002","99"
"ROU","","ALL","1999","99"
"LVA","","ALL","1993","91"
"","EU_MEMBERS","ALL","2009","60.63431485"
"ROU","","ALL","2001","99"
"BLR","","ALL","1996","97"
"POL","","ALL","2000","96"
"TUR","","ALL","2010","97"
"CHE","","ALL","2001","21"
"SWE","","ALL","1980","3"
"BGR","","ALL","1987","99"
"ALB","","ALL","1999","93"
"KGZ","","ALL","1994","97"
"","EU_AFTER_MAY2004","ALL","2000","97.45964552"
"MDA","","ALL","1980","92"
"SVK","","ALL","2007","98"
"UZB","","ALL","2008","96"
"TKM","","ALL","2014","99"
"ROU","","ALL","1997","99"
"ROU","","ALL","1987","95"
"RUS","","ALL","2007","97"
"ALB","","ALL","2006","97"
"BLR","","ALL","2008","98"
"MDA","","ALL","1982","91"
"EST","","ALL","1997","99"
"HUN","","ALL","1993","99"
"POL","","ALL","1995","98"
"AZE","","ALL","1997","94"
"ALB","","ALL","2000","93"
"","EU_MEMBERS","ALL","2008","60.51299495"
"KAZ","","ALL","2004","65"
"ALB","","ALL","2015","99"
"PRT","","ALL","2012","99"
"FIN","","ALL","1982","90"
"SWE","","ALL","1994","13"
"","CARINFONET","ALL","2002","98.84355461"
"BLR","","ALL","2009","98"
"KGZ","","ALL","2012","98"
"","CIS","ALL","1993","89.21069495"
"ROU","","ALL","2006","99"
"KAZ","","ALL","1991","87"
"BLR","","ALL","1995","96"
"","EU_AFTER_MAY2004","ALL","1999","97.43673015"
"SRB","","ALL","1996","97"
"ALB","","ALL","2008","99"
"","WHO_EURO","ALL","1997","80.59346066"
"","NORDIC","ALL","1981","60.06040233"
"KGZ","","ALL","2006","99"
"BGR","","ALL","2001","98"
"SVN","","ALL","1994","99"
"HUN","","ALL","1996","99"
"","WHO_EURO","ALL","2009","82.04637282"
"BLR","","ALL","1999","99"
"","EU_MEMBERS","ALL","2011","58.94612821"
"TUR","","ALL","2004","79"
"SRB","","ALL","1997","96"
"KAZ","","ALL","1990","87"
"PRT","","ALL","2013","99"
"BLR","","ALL","1993","93"
"RUS","","ALL","1991","88"
"ROU","","ALL","2012","99"
"AZE","","ALL","1991","95"
"POL","","ALL","2009","94"
"CZE","","ALL","2003","99"
"UZB","","ALL","2006","99"
"GRC","","ALL","2008","91"
"","EU_AFTER_MAY2004","ALL","1998","97.28390255"
"TKM","","ALL","2013","99"
"CZE","","ALL","2005","99"
"TJK","","ALL","2015","98"
"TJK","","ALL","2012","97"
"POL","","ALL","1983","95"
"","NORDIC","ALL","2009","64.99568141"
"","WHO_EURO","ALL","1990","74.05222019"
"BLR","","ALL","1994","94"
"SVN","","ALL","1995","99"
"BLR","","ALL","1990","91"
"POL","","ALL","1997","96"
"","WHO_EURO","ALL","2002","82.91421499"
"KAZ","","ALL","2003","99"
"","WHO_EURO","ALL","2003","82.33049303"
"GEO","","ALL","1986","94"
"SWE","","ALL","1981","4"
"","WHO_EURO","ALL","2001","82.89084317"
"KAZ","","ALL","1996","93"
"ALB","","ALL","2004","97"
"ROU","","ALL","1992","99"
"KAZ","","ALL","2013","95"
"ARM","","ALL","2016","99"
"CZE","","ALL","1998","98"
"SWE","","ALL","2009","21"
"","CARINFONET","ALL","1997","97.67138207"
"SVK","","ALL","2010","98"
"TUR","","ALL","2002","77"
"MNE","","ALL","2011","97"
"SWE","","ALL","2001","16"
"SRB","","ALL","1981","99"
"SRB","","ALL","1987","87"
"TUR","","ALL","2003","76"
"SRB","","ALL","1994","71"
"HRV","","ALL","2013","99"
"","NORDIC","ALL","1991","61.1080535"
"BGR","","ALL","1999","99"
"ALB","","ALL","2009","97"
"","NORDIC","ALL","2008","66.04969324"
"POL","","ALL","2006","94"
"MNE","","ALL","2008","98"
"KAZ","","ALL","1995","90"
"TUR","","ALL","2005","88"
"","NORDIC","ALL","2001","66.01522444"
"SWE","","ALL","2002","16"
"ALB","","ALL","1985","92"
"","CARINFONET","ALL","2004","90.83246438"
"ALB","","ALL","2003","95"
"TJK","","ALL","2013","98"
"CZE","","ALL","2001","98"
"POL","","ALL","2004","94"
"POL","","ALL","2007","93"
"","CARINFONET","ALL","2001","97.40227607"
"","CARINFONET","ALL","2000","98.0606985"
"SRB","","ALL","1995","71"
"SVN","","ALL","2003","97"
"","NORDIC","ALL","2007","65.99115663"
"RUS","","ALL","1986","91"
"","NORDIC","ALL","1982","61.35169758"
"POL","","ALL","2002","95"
"POL","","ALL","1993","95"
"","CIS","ALL","1991","90.877248"
"TKM","","ALL","2015","99"
"","NORDIC","ALL","1997","67.99013752"
"ALB","","ALL","2001","93"
"","NORDIC","ALL","1992","62.72846818"
"MNE","","ALL","2009","95"
"AZE","","ALL","2007","98"
"POL","","ALL","1990","97"
"POL","","ALL","1994","94"
"","NORDIC","ALL","1983","60.71857257"
"KAZ","","ALL","1993","86"
"LVA","","ALL","1994","95"
"SRB","","ALL","2007","98"
"IRL","","ALL","2012","80"
"","NORDIC","ALL","2006","65.40007477"
"SRB","","ALL","1986","84"
"KAZ","","ALL","1999","99"
"","CIS","ALL","2011","95.71814251"
"SWE","","ALL","2011","23"
"","NORDIC","ALL","2002","64.71643965"
"","CIS","ALL","1992","90.60506242"

"Last update","2017.09.14 09:58:36 GMT"
"Description","% of infants vaccinated against tuberculosis"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_605?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2018. All rights reserved.","http://www.euro.who.int/en/home/copyright-notice"
