"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"SRB","","ALL","2011","93"
"POL","","ALL","2007","98"
"UKR","","ALL","2000","99"
"BEL","","ALL","1999","82"
"POL","","ALL","1981","93"
"HRV","","ALL","1992","90"
"","CIS","ALL","1995","87.9774112"
"","CIS","ALL","1997","94.36867838"
"IRL","","ALL","1985","63"
"LTU","","ALL","2015","94"
"IRL","","ALL","1989","78"
"AND","","ALL","2011","99"
"SWE","","ALL","1989","95"
"TKM","","ALL","1992","76"
"","EU_AFTER_MAY2004","ALL","2015","94.05410993"
"TKM","","ALL","1991","63"
"IRL","","ALL","2000","79"
"","EU_AFTER_MAY2004","ALL","2012","96.48097775"
"NLD","","ALL","1992","95"
"","CIS","ALL","2007","97.65857527"
"","CIS","ALL","2008","97.37108443"
"","CIS","ALL","2010","92.90302024"
"LTU","","ALL","1989","92"
"GBR","","ALL","1982","55"
"LTU","","ALL","1988","94"
"NLD","","ALL","1988","94"
"BGR","","ALL","2010","97"
"TJK","","ALL","2005","95"
"MLT","","ALL","1998","60"
"FIN","","ALL","1998","96"
"BGR","","ALL","2004","94"
"SWE","","ALL","1987","94"
"TKM","","ALL","2008","99"
"GEO","","ALL","2010","94"
"","EU_BEFORE_MAY2004","ALL","2000","86.94749413"
"GEO","","ALL","2013","97"
"SWE","","ALL","1998","94"
"LTU","","ALL","1992","89"
"POL","","ALL","2003","97"
"LTU","","ALL","1995","94"
"ITA","","ALL","1995","50"
"ITA","","ALL","1997","55"
"UZB","","ALL","2002","97"
"TUR","","ALL","1994","76"
"RUS","","ALL","1998","94"
"TUR","","ALL","1995","65"
"KAZ","","ALL","2016","99"
"ITA","","ALL","2008","90"
"LUX","","ALL","2016","99"
"CHE","","ALL","1986","70"
"ARM","","ALL","2014","97"
"HUN","","ALL","1991","99"
"HUN","","ALL","1992","99"
"UZB","","ALL","2003","99"
"LVA","","ALL","1990","97"
"UZB","","ALL","1993","82"
"TUR","","ALL","2011","98"
"UZB","","ALL","2006","98"
"DEU","","ALL","2000","92"
"AUT","","ALL","1999","65"
"","SEEHN","ALL","1984","90.31390866"
"CZE","","ALL","2005","97"
"CZE","","ALL","2007","98"
"SVN","","ALL","2005","94"
"SVN","","ALL","2012","95"
"MLT","","ALL","1992","92"
"ESP","","ALL","1983","40"
"ALB","","ALL","2016","96"
"SRB","","ALL","1986","92"
"","SEEHN","ALL","1993","84.15930987"
"UKR","","ALL","1992","90"
"","EU_BEFORE_MAY2004","ALL","2009","89.92791893"
"","SEEHN","ALL","2000","93.97562098"
"","WHO_EURO","ALL","2004","91.95894728"
"","EU_BEFORE_MAY2004","ALL","1981","38.0745484"
"KGZ","","ALL","2012","98"
"KAZ","","ALL","1993","91"
"RUS","","ALL","2011","98"
"LTU","","ALL","1994","93"
"RUS","","ALL","1993","88"
"GBR","","ALL","1986","71"
"GBR","","ALL","1987","76"
"AUT","","ALL","1988","60"
"BEL","","ALL","2006","92"
"","CARINFONET","ALL","1992","84.69511483"
"TJK","","ALL","1987","96"
"ISR","","ALL","2008","98"
"","NORDIC","ALL","1999","91.39868141"
"AUT","","ALL","1989","60"
"","CARINFONET","ALL","1995","86.19149036"
"","CARINFONET","ALL","1996","95.24379266"
"SRB","","ALL","1992","82"
"","CARINFONET","ALL","1998","96.21278445"
"GBR","","ALL","1997","91"
"","NORDIC","ALL","2003","93.79834824"
"DEU","","ALL","1990","50"
"BLR","","ALL","1985","56"
"DEU","","ALL","1988","47"
"SRB","","ALL","2005","96"
"SVN","","ALL","2013","94"
"","CARINFONET","ALL","2006","97.92235632"
"BLR","","ALL","1987","61"
"BLR","","ALL","1988","96"
"","EU_AFTER_MAY2004","ALL","1988","91.38155045"
"MNE","","ALL","2012","90"
"SVK","","ALL","2003","99"
"BLR","","ALL","1982","56"
"BGR","","ALL","2008","96"
"BGR","","ALL","1995","94"
"TUR","","ALL","1983","30"
"KAZ","","ALL","2004","99"
"ALB","","ALL","1992","87"
"MNE","","ALL","2007","90"
"ALB","","ALL","1994","90"
"BEL","","ALL","2015","96"
"NOR","","ALL","2004","89"
"MNE","","ALL","2011","91"
"NOR","","ALL","2002","87"
"POL","","ALL","1992","95"
"KGZ","","ALL","2009","99"
"DNK","","ALL","2013","89"
"TJK","","ALL","2003","98"
"","CIS","ALL","1991","83.67230657"
"BEL","","ALL","1993","70"
"BEL","","ALL","1998","80"
"BEL","","ALL","2012","96"
"POL","","ALL","1982","93"
"POL","","ALL","1980","92"
"HRV","","ALL","1991","89"
"POL","","ALL","2002","98"
"EST","","ALL","2016","93"
"POL","","ALL","1983","94"
"LTU","","ALL","2006","97"
"","CIS","ALL","1998","95.34028545"
"IRL","","ALL","1999","77"
"FRA","","ALL","2008","89"
"DEU","","ALL","2013","97"
"ARM","","ALL","2008","94"
"LTU","","ALL","2004","98"
"LTU","","ALL","2014","93"
"","EU_MEMBERS","ALL","1999","88.04413865"
"ALB","","ALL","2006","95"
"","EU_BEFORE_MAY2004","ALL","1983","42.78583561"
"ISR","","ALL","1981","83"
"ISR","","ALL","1982","88"
"UZB","","ALL","2013","97"
"MKD","","ALL","2010","98"
"AZE","","ALL","2006","96"
"TJK","","ALL","1988","95"
"TJK","","ALL","1989","68"
"BIH","","ALL","1994","57"
"BGR","","ALL","2005","96"
"FIN","","ALL","2005","97"
"TKM","","ALL","2005","99"
"TKM","","ALL","2011","99"
"SWE","","ALL","1999","89"
"ISR","","ALL","1990","91"
"","EU_BEFORE_MAY2004","ALL","2001","87.07754161"
"","EU_BEFORE_MAY2004","ALL","2002","88.11265556"
"ITA","","ALL","2002","81"
"ITA","","ALL","2007","90"
"LTU","","ALL","1999","97"
"","SEEHN","ALL","2009","95.49243385"
"ITA","","ALL","1998","55"
"ITA","","ALL","2005","87"
"","NORDIC","ALL","2006","94.40644242"
"ARM","","ALL","2012","97"
"","NORDIC","ALL","2009","93.7930059"
"GRC","","ALL","1994","70"
"","NORDIC","ALL","2014","94.72753219"
"GRC","","ALL","1995","70"
"CHE","","ALL","2007","87"
"CHE","","ALL","2000","82"
"GRC","","ALL","2011","99"
"CHE","","ALL","2006","87"
"HUN","","ALL","2004","99"
"UZB","","ALL","1998","95"
"UZB","","ALL","1995","81"
"AUT","","ALL","2000","75"
"UZB","","ALL","1994","71"
"HUN","","ALL","2014","99"
"TJK","","ALL","2015","97"
"","SEEHN","ALL","1983","89.85955499"
"","CARINFONET","ALL","2005","98.39418716"
"ISL","","ALL","1996","99"
"TJK","","ALL","1983","98"
"CYP","","ALL","1987","91"
"ISL","","ALL","2012","90"
"MKD","","ALL","2013","96"
"KAZ","","ALL","2007","99"
"","EU_AFTER_MAY2004","ALL","1997","96.06287274"
"","SEEHN","ALL","1992","83.8535757"
"AZE","","ALL","1994","91"
"IRL","","ALL","2015","93"
"FRA","","ALL","2011","89"
"NOR","","ALL","2007","92"
"NOR","","ALL","2008","93"
"ESP","","ALL","2010","95"
"SMR","","ALL","2011","83"
"","NORDIC","ALL","1993","93.25338644"
"LUX","","ALL","2004","95"
"BEL","","ALL","2003","82"
"","NORDIC","ALL","1994","94.8421659"
"BEL","","ALL","2013","96"
"MDA","","ALL","1985","98"
"DEU","","ALL","2004","92"
"GBR","","ALL","1992","92"
"AUT","","ALL","1992","60"
"","SMALL","ALL","2015","85.75368619"
"","NORDIC","ALL","1996","93.04512856"
"SRB","","ALL","2000","89"
"SRB","","ALL","2002","92"
"MDA","","ALL","1989","94"
"CZE","","ALL","1998","95"
"","NORDIC","ALL","2004","94.75907703"
"GBR","","ALL","1998","87"
"","CARINFONET","ALL","2001","97.79534165"
"","CARINFONET","ALL","2002","95.99452349"
"AUT","","ALL","1997","90"
"DEU","","ALL","1994","75"
"BLR","","ALL","2001","99"
"BLR","","ALL","1983","57"
"GBR","","ALL","2009","86"
"IRL","","ALL","2011","92"
"","CARINFONET","ALL","2007","96.45619274"
"","EU_AFTER_MAY2004","ALL","1989","94.20451226"
"EST","","ALL","2006","96"
"MKD","","ALL","2009","96"
"BGR","","ALL","2002","92"
"NLD","","ALL","1989","94"
"MLT","","ALL","1991","90"
"SVN","","ALL","1988","91"
"","EU_AFTER_MAY2004","ALL","1998","96.36375448"
"MNE","","ALL","2006","90"
"NOR","","ALL","2015","95"
"MNE","","ALL","2008","89"
"MNE","","ALL","2010","90"
"SVK","","ALL","1998","99"
"TUR","","ALL","2014","94"
"TUR","","ALL","1989","67"
"POL","","ALL","2012","98"
"POL","","ALL","2006","99"
"","CIS","ALL","1990","85.87202915"
"POL","","ALL","2001","97"
"ALB","","ALL","2011","99"
"POL","","ALL","2004","97"
"","CIS","ALL","1994","84.08545188"
"CZE","","ALL","2016","98"
"KGZ","","ALL","1990","99"
"ESP","","ALL","2016","97"
"","CIS","ALL","1996","92.26653774"
"IRL","","ALL","1984","10"
"UKR","","ALL","1998","96"
"AND","","ALL","2001","97"
"AND","","ALL","2007","94"
"ITA","","ALL","2013","90"
"","EU_MEMBERS","ALL","1988","71.1424326"
"AND","","ALL","2008","98"
"","CIS","ALL","1999","96.86479269"
"","EU_MEMBERS","ALL","1992","82.10577083"
"","EU_MEMBERS","ALL","1993","82.36531632"
"IRL","","ALL","2008","89"
"","EU_MEMBERS","ALL","2012","94.03326656"
"","NORDIC","ALL","2012","94.90804878"
"","CIS","ALL","2009","94.72249301"
"LTU","","ALL","2003","98"
"NLD","","ALL","1996","96"
"NLD","","ALL","1985","92"
"NLD","","ALL","1995","94"
"EST","","ALL","2002","95"
"","CARINFONET","ALL","2014","98.57366042"
"MLT","","ALL","2015","89"
"UKR","","ALL","1991","89"
"BGR","","ALL","2006","96"
"BGR","","ALL","1988","99"
"","EU_BEFORE_MAY2004","ALL","1991","76.26764043"
"SWE","","ALL","1993","97"
"ISR","","ALL","1989","88"
"ISR","","ALL","1991","94"
"","EU_BEFORE_MAY2004","ALL","1999","85.65418627"
"LTU","","ALL","1993","92"
"","EU_AFTER_MAY2004","ALL","2010","96.98859615"
"LUX","","ALL","2011","96"
"ARM","","ALL","1994","95"
"LTU","","ALL","2008","97"
"GRC","","ALL","1992","72"
"ARM","","ALL","1990","95"
"","NORDIC","ALL","2008","93.52734115"
"ARM","","ALL","2015","97"
"GRC","","ALL","1993","72"
"ITA","","ALL","2010","91"
"HUN","","ALL","2000","99"
"GRC","","ALL","1996","90"
"","WHO_EURO","ALL","2011","94.296268"
"GRC","","ALL","1999","88"
"DNK","","ALL","2002","99"
"HUN","","ALL","1998","99"
"LVA","","ALL","1983","95"
"UZB","","ALL","1987","89"
"UZB","","ALL","2011","99"
"DEU","","ALL","1996","75"
"TJK","","ALL","2014","98"
"TUR","","ALL","2013","98"
"DNK","","ALL","2011","87"
"","CARINFONET","ALL","2004","98.69639495"
"ISL","","ALL","2000","91"
"TJK","","ALL","2002","97"
"MNE","","ALL","2014","76"
"FIN","","ALL","1992","99"
"ISL","","ALL","2015","93"
"CZE","","ALL","2008","97"
"SVN","","ALL","1992","90"
"NLD","","ALL","2000","96"
"BIH","","ALL","1993","48"
"ESP","","ALL","1991","85"
"BIH","","ALL","2000","80"
"IRL","","ALL","2009","90"
"IRL","","ALL","2014","93"
"SMR","","ALL","1993","96"
"","EU_BEFORE_MAY2004","ALL","1989","68.14082981"
"RUS","","ALL","1992","83"
"SRB","","ALL","2014","86"
"","NORDIC","ALL","1992","94.35115504"
"MDA","","ALL","1980","94"
"ESP","","ALL","2001","96"
"BEL","","ALL","2004","82"
"","CARINFONET","ALL","1991","83.76368052"
"MDA","","ALL","2003","96"
"CZE","","ALL","1991","98"
"","CARINFONET","ALL","1993","86.36208768"
"TJK","","ALL","2012","95"
"MDA","","ALL","2015","89"
"MDA","","ALL","1981","78"
"CZE","","ALL","1992","97"
"BLR","","ALL","1990","96"
"NOR","","ALL","2013","93"
"","NORDIC","ALL","2002","94.46026115"
"BIH","","ALL","2008","84"
"BIH","","ALL","2007","96"
"BLR","","ALL","2005","99"
"MDA","","ALL","2002","94"
"BLR","","ALL","1989","97"
"GBR","","ALL","2011","90"
"BLR","","ALL","1981","55"
"","EU_MEMBERS","ALL","2000","88.94823505"
"EST","","ALL","2014","93"
"MDA","","ALL","1994","85"
"NLD","","ALL","1983","93"
"NLD","","ALL","1981","91"
"BGR","","ALL","1996","95"
"BGR","","ALL","1994","93"
"NLD","","ALL","1990","94"
"UKR","","ALL","1993","94"
"NLD","","ALL","2002","95"
"","EU_AFTER_MAY2004","ALL","1999","96.98332049"
"BGR","","ALL","1982","90"
"SVK","","ALL","1997","99"
"","EU_MEMBERS","ALL","1997","84.68470463"
"TUR","","ALL","1986","34"
"TJK","","ALL","1993","92"
"MCO","","ALL","1988","99"
"KGZ","","ALL","2007","99"
"DNK","","ALL","1994","88"
"POL","","ALL","2005","98"
"DNK","","ALL","1989","80"
"TJK","","ALL","2011","98"
"KGZ","","ALL","2005","99"
"BEL","","ALL","1994","78"
"AND","","ALL","1998","90"
"AND","","ALL","1999","97"
"IRL","","ALL","1983","10"
"DNK","","ALL","2016","94"
"ARM","","ALL","2007","92"
"LTU","","ALL","2007","97"
"DNK","","ALL","1998","91"
"UKR","","ALL","2003","99"
"SWE","","ALL","1991","96"
"UKR","","ALL","1997","97"
"FIN","","ALL","1989","95"
"DEU","","ALL","1999","90"
"","CIS","ALL","2000","97.74702989"
"DNK","","ALL","2005","95"
"DEU","","ALL","2011","96"
"DNK","","ALL","2007","89"
"","CARINFONET","ALL","2003","98.69025456"
"ISR","","ALL","1980","81"
"FIN","","ALL","2001","96"
"NLD","","ALL","1980","91"
"MDA","","ALL","1987","95"
"FIN","","ALL","1991","97"
"AUT","","ALL","2006","80"
"SWE","","ALL","2002","95"
"HRV","","ALL","2009","95"
"","SEEHN","ALL","1991","89.57093787"
"BIH","","ALL","1992","52"
"FIN","","ALL","1999","96"
"FIN","","ALL","2006","97"
"ISR","","ALL","1988","86"
"GEO","","ALL","2014","92"
"POL","","ALL","2008","98"
"GEO","","ALL","2015","96"
"","EU_BEFORE_MAY2004","ALL","2005","89.28874146"
"ITA","","ALL","2015","85"
"GRC","","ALL","1986","39"
"LTU","","ALL","1996","96"
"ITA","","ALL","2003","84"
"ARM","","ALL","1997","92"
"","WHO_EURO","ALL","1989","78.70040785"
"ITA","","ALL","2009","90"
"","WHO_EURO","ALL","1994","82.34823491"
"GRC","","ALL","2014","97"
"UZB","","ALL","2016","99"
"GRC","","ALL","2009","99"
"HUN","","ALL","1997","99"
"HUN","","ALL","2001","99"
"CZE","","ALL","2004","97"
"HUN","","ALL","2008","99"
"DNK","","ALL","2012","90"
"HUN","","ALL","2003","99"
"CHE","","ALL","2008","92"
"UZB","","ALL","2008","98"
"HUN","","ALL","1995","99"
"ISR","","ALL","2001","96"
"UZB","","ALL","1992","84"
"NLD","","ALL","1999","96"
"MDA","","ALL","1988","93"
"AUT","","ALL","2008","83"
"SVK","","ALL","2014","97"
"MKD","","ALL","2003","96"
"MDA","","ALL","1998","93"
"","NORDIC","ALL","2015","95.34862436"
"BLR","","ALL","2008","99"
"CHE","","ALL","2012","93"
"","EU_AFTER_MAY2004","ALL","1996","95.82245001"
"","EU_AFTER_MAY2004","ALL","1994","94.21206057"
"BIH","","ALL","1998","84"
"","SEEHN","ALL","1995","89.0392965"
"ESP","","ALL","1993","90"
"ESP","","ALL","1994","90"
"ESP","","ALL","1995","90"
"AUT","","ALL","1981","25"
"KAZ","","ALL","1995","95"
"AUT","","ALL","1984","30"
"","NORDIC","ALL","1990","92.14033337"
"","EU_MEMBERS","ALL","2015","93.56304454"
"BEL","","ALL","2002","82"
"ESP","","ALL","2000","94"
"BEL","","ALL","2014","96"
"BEL","","ALL","2000","82"
"","WHO_EURO","ALL","2013","94.68683332"
"BEL","","ALL","2007","92"
"","WHO_EURO","ALL","2014","94.05526887"
"DEU","","ALL","1985","25"
"UKR","","ALL","2007","97"
"NLD","","ALL","2013","96"
"CZE","","ALL","1993","98"
"","NORDIC","ALL","2000","93.32026029"
"","CARINFONET","ALL","1999","95.96353823"
"AUT","","ALL","1994","60"
"AUT","","ALL","1995","60"
"AUT","","ALL","1996","87"
"MDA","","ALL","1995","91"
"BLR","","ALL","2006","97"
"BLR","","ALL","2002","99"
"","NORDIC","ALL","2007","94.05793672"
"","CIS","ALL","2005","98.2890658"
"","CIS","ALL","2006","98.19244805"
"ARM","","ALL","2011","97"
"AUT","","ALL","2009","76"
"MKD","","ALL","2006","94"
"BLR","","ALL","2007","99"
"FIN","","ALL","1990","97"
"BGR","","ALL","2012","94"
"MLT","","ALL","1993","90"
"NLD","","ALL","1994","94"
"NLD","","ALL","2008","96"
"SVN","","ALL","1984","90"
"","EU_AFTER_MAY2004","ALL","2000","96.51891543"
"TUR","","ALL","2000","86"
"","EU_MEMBERS","ALL","1990","77.70155904"
"KGZ","","ALL","2008","99"
"KGZ","","ALL","2014","96"
"MCO","","ALL","1989","99"
"TJK","","ALL","2000","98"
"KGZ","","ALL","1999","99"
"MCO","","ALL","1991","98"
"ALB","","ALL","2008","98"
"BEL","","ALL","2008","93"
"UKR","","ALL","1999","99"
"KGZ","","ALL","2003","99"
"KGZ","","ALL","2010","99"
"AND","","ALL","2000","97"
"DNK","","ALL","1997","84"
"SVN","","ALL","1995","93"
"","EU_AFTER_MAY2004","ALL","2008","97.26218176"
"SVN","","ALL","1994","91"
"SWE","","ALL","1992","96"
"IRL","","ALL","1988","68"
"ARM","","ALL","1999","92"
"LTU","","ALL","2005","97"
"UKR","","ALL","2006","98"
"ARM","","ALL","2006","92"
"","EU_MEMBERS","ALL","1991","80.74044717"
"UKR","","ALL","2010","56"
"NLD","","ALL","2003","96"
"","NORDIC","ALL","2010","93.84919104"
"EST","","ALL","2015","93"
"MDA","","ALL","1993","64"
"FIN","","ALL","1995","98"
"MDA","","ALL","2012","91"
"BGR","","ALL","1993","88"
"","EU_MEMBERS","ALL","1986","68.7926961"
"TKM","","ALL","2013","99"
"HRV","","ALL","2006","95"
"SVK","","ALL","1994","99"
"","SEEHN","ALL","1990","91.32468666"
"CYP","","ALL","2013","86"
"BGR","","ALL","1990","99"
"FIN","","ALL","2007","98"
"","EU_BEFORE_MAY2004","ALL","1986","59.94975553"
"GEO","","ALL","2005","90"
"","EU_BEFORE_MAY2004","ALL","1988","63.49013298"
"LTU","","ALL","1990","89"
"","EU_BEFORE_MAY2004","ALL","2012","93.41066872"
"HUN","","ALL","2006","99"
"ITA","","ALL","2006","88"
"","CIS","ALL","2003","98.32466915"
"","SEEHN","ALL","2013","94.3009693"
"ARM","","ALL","1992","93"
"","WHO_EURO","ALL","1990","80.17782342"
"ARM","","ALL","2001","96"
"TUR","","ALL","2015","97"
"UKR","","ALL","2016","42"
"","WHO_EURO","ALL","2012","94.78529693"
"CZE","","ALL","1999","97"
"CZE","","ALL","2014","99"
"CYP","","ALL","2004","86"
"GRC","","ALL","1997","90"
"DNK","","ALL","2000","99"
"DEU","","ALL","1998","89"
"TUR","","ALL","2008","97"
"CHE","","ALL","2011","93"
"DNK","","ALL","2004","96"
"MKD","","ALL","2008","98"
"HUN","","ALL","2007","99"
"LTU","","ALL","2012","93"
"FIN","","ALL","1994","99"
"ARM","","ALL","2010","97"
"BLR","","ALL","2011","99"
"DEU","","ALL","2006","94"
"FIN","","ALL","1986","87"
"","EU_MEMBERS","ALL","2010","90.30213917"
"RUS","","ALL","1990","81"
"EST","","ALL","2012","94"
"KAZ","","ALL","2002","95"
"SWE","","ALL","2003","95"
"SVN","","ALL","2000","95"
"BIH","","ALL","1999","83"
"AZE","","ALL","2015","98"
"","EU_MEMBERS","ALL","2004","90.46545487"
"","EU_MEMBERS","ALL","2006","90.94615819"
"NOR","","ALL","2010","93"
"ESP","","ALL","2004","97"
"ESP","","ALL","2009","98"
"DEU","","ALL","1981","35"
"","NORDIC","ALL","2001","93.49321439"
"AUT","","ALL","1987","60"
"BIH","","ALL","2003","84"
"MDA","","ALL","2005","97"
"","CARINFONET","ALL","1990","89.53359117"
"BEL","","ALL","2001","82"
"TJK","","ALL","1991","77"
"ISR","","ALL","2002","98"
"AND","","ALL","2012","98"
"MDA","","ALL","1983","89"
"","NORDIC","ALL","1997","92.51316565"
"","WHO_EURO","ALL","2015","94.25269404"
"KGZ","","ALL","1993","93"
"KGZ","","ALL","2001","99"
"DEU","","ALL","1991","70"
"DNK","","ALL","1993","81"
"BIH","","ALL","2006","90"
"DEU","","ALL","1997","75"
"TUR","","ALL","2012","96"
"","EU_MEMBERS","ALL","1987","71.24397752"
"GBR","","ALL","1999","88"
"GBR","","ALL","2004","81"
"MDA","","ALL","1997","95"
"DNK","","ALL","2010","85"
"MKD","","ALL","2012","96"
"UKR","","ALL","2005","96"
"SVN","","ALL","1980","85"
"BEL","","ALL","1988","75"
"DNK","","ALL","2001","94"
"BIH","","ALL","2015","83"
"KGZ","","ALL","2004","99"
"","EU_AFTER_MAY2004","ALL","1992","93.74602519"
"AND","","ALL","2016","97"
"EST","","ALL","1986","84"
"AZE","","ALL","2016","98"
"KAZ","","ALL","1992","89"
"","EU_MEMBERS","ALL","1985","64.68683344"
"NOR","","ALL","2014","94"
"DEU","","ALL","1992","75"
"RUS","","ALL","2001","97"
"DNK","","ALL","1999","92"
"SWE","","ALL","2016","97"
"DEU","","ALL","2001","91"
"FIN","","ALL","1988","98"
"BEL","","ALL","1992","87"
"CHE","","ALL","2010","92"
"AND","","ALL","1997","90"
"UKR","","ALL","1996","92"
"GEO","","ALL","2011","91"
"SVN","","ALL","1985","89"
"SVN","","ALL","1998","93"
"","EU_BEFORE_MAY2004","ALL","1987","62.40488718"
"CYP","","ALL","2002","86"
"LTU","","ALL","1991","86"
"HUN","","ALL","1999","99"
"SWE","","ALL","2008","96"
"ARM","","ALL","2004","92"
"MDA","","ALL","1996","90"
"","WHO_EURO","ALL","1999","89.62038106"
"MKD","","ALL","2007","96"
"MKD","","ALL","1994","88"
"FIN","","ALL","1993","99"
"MKD","","ALL","2014","93"
"MDA","","ALL","2000","89"
"GRC","","ALL","2008","99"
"BIH","","ALL","2004","88"
"","NORDIC","ALL","1998","93.16082008"
"SMR","","ALL","2000","74"
"HUN","","ALL","1996","99"
"DNK","","ALL","2014","90"
"GRC","","ALL","1987","81"
"GRC","","ALL","1990","76"
"BIH","","ALL","1991","95"
"MLT","","ALL","2014","98"
"","EU_BEFORE_MAY2004","ALL","1984","48.22734762"
"BGR","","ALL","2003","96"
"ISR","","ALL","1986","88"
"NLD","","ALL","2006","96"
"DEU","","ALL","2007","95"
"","EU_BEFORE_MAY2004","ALL","1985","53.43561613"
"MKD","","ALL","2002","98"
"KAZ","","ALL","1996","97"
"","EU_MEMBERS","ALL","2013","93.86886069"
"DEU","","ALL","1995","75"
"","WHO_EURO","ALL","2000","91.31555455"
"GRC","","ALL","1991","72"
"UKR","","ALL","2015","56"
"MDA","","ALL","2004","96"
"","WHO_EURO","ALL","2010","92.20471174"
"TJK","","ALL","1995","81"
"BIH","","ALL","2002","89"
"DEU","","ALL","2003","92"
"","WHO_EURO","ALL","2008","95.00586242"
"","EU_MEMBERS","ALL","1981","53.14127918"
"BIH","","ALL","2012","94"
"BLR","","ALL","1991","95"
"","NORDIC","ALL","1991","93.84775633"
"MDA","","ALL","1982","83"
"BGR","","ALL","1998","95"
"BGR","","ALL","2013","95"
"DNK","","ALL","2003","96"
"BLR","","ALL","2004","99"
"DEU","","ALL","2010","96"
"DNK","","ALL","1996","85"
"NOR","","ALL","2001","90"
"KGZ","","ALL","2015","99"
"ROU","","ALL","2012","94"
"NOR","","ALL","2003","86"
"BEL","","ALL","1987","50"
"TKM","","ALL","1990","80"
"BLR","","ALL","1992","94"
"","SEEHN","ALL","2008","95.57393764"
"SWE","","ALL","2011","96"
"","EU_AFTER_MAY2004","ALL","1995","94.68864201"
"SVN","","ALL","2008","96"
"BIH","","ALL","2001","92"
"FIN","","ALL","1983","81"
"TKM","","ALL","2016","99"
"SVN","","ALL","1981","87"
"NOR","","ALL","2006","92"
"CYP","","ALL","1996","90"
"","WHO_EURO","ALL","1993","82.79608887"
"BEL","","ALL","1986","90"
"BEL","","ALL","2009","95"
"DNK","","ALL","2006","90"
"","SEEHN","ALL","2011","94.28202242"
"","SMALL","ALL","2014","88.04724953"
"DNK","","ALL","1995","88"
"CYP","","ALL","2016","90"
"SVK","","ALL","1996","99"
"MKD","","ALL","1997","98"
"MLT","","ALL","1995","51"
"MDA","","ALL","1986","96"
"POL","","ALL","2014","97"
"HRV","","ALL","1993","91"
"","EU_AFTER_MAY2004","ALL","2011","96.33009153"
"CZE","","ALL","2003","99"
"TUR","","ALL","1988","59"
"BGR","","ALL","1986","99"
"","WHO_EURO","ALL","1988","78.11222518"
"BGR","","ALL","1997","93"
"MKD","","ALL","2004","96"
"ISR","","ALL","1996","96"
"","SEEHN","ALL","1994","86.69968834"
"KAZ","","ALL","2010","99"
"EST","","ALL","1983","68"
"MDA","","ALL","1999","93"
"","WHO_EURO","ALL","2007","94.92965652"
"ISR","","ALL","2006","96"
"GEO","","ALL","1991","81"
"DEU","","ALL","2002","91"
"TJK","","ALL","2010","94"
"EST","","ALL","2003","95"
"","EU_AFTER_MAY2004","ALL","1993","93.84280522"
"SVN","","ALL","2006","96"
"","EU_MEMBERS","ALL","1983","56.93654967"
"TJK","","ALL","2001","97"
"MDA","","ALL","1991","93"
"UKR","","ALL","2002","99"
"","SEEHN","ALL","2002","95.70162772"
"","SEEHN","ALL","2003","94.31998993"
"BIH","","ALL","2014","89"
"CYP","","ALL","2005","86"
"GRC","","ALL","1984","75"
"BIH","","ALL","2010","92"
"TUR","","ALL","1990","67"
"CHE","","ALL","2015","94"
"GRC","","ALL","1989","76"
"UKR","","ALL","1990","89"
"","WHO_EURO","ALL","1996","87.18184151"
"ALB","","ALL","2015","97"
"BLR","","ALL","2009","99"
"AND","","ALL","2005","94"
"FRA","","ALL","2014","90"
"ESP","","ALL","1996","90"
"AUT","","ALL","1982","25"
"DEU","","ALL","2012","97"
"","CIS","ALL","2001","97.61743686"
"BGR","","ALL","1987","99"
"BGR","","ALL","2000","89"
"BLR","","ALL","2014","99"
"MDA","","ALL","2014","90"
"SVN","","ALL","1990","90"
"GEO","","ALL","1994","63"
"CYP","","ALL","2012","86"
"SVN","","ALL","1991","81"
"ARM","","ALL","2016","97"
"ROU","","ALL","2006","95"
"","WHO_EURO","ALL","1992","81.71237166"
"AUT","","ALL","1983","25"
"DNK","","ALL","2015","91"
"ITA","","ALL","1991","50"
"TJK","","ALL","2016","97"
"GRC","","ALL","1988","82"
"","WHO_EURO","ALL","1983","64.48756166"
"BEL","","ALL","1990","85"
"BLR","","ALL","2010","99"
"KAZ","","ALL","2011","99"
"MDA","","ALL","1992","73"
"","SEEHN","ALL","2012","93.86392789"
"","EU_MEMBERS","ALL","1994","82.84010079"
"SVK","","ALL","1995","99"
"MKD","","ALL","2005","96"
"AUT","","ALL","1985","40"
"","EU_MEMBERS","ALL","1984","61.01251409"
"BLR","","ALL","2012","98"
"BGR","","ALL","2001","90"
"KAZ","","ALL","2009","99"
"","WHO_EURO","ALL","1986","71.70001334"
"CHE","","ALL","2013","93"
"MDA","","ALL","1984","95"
"SVK","","ALL","2011","98"
"BEL","","ALL","1991","67"
"TJK","","ALL","1998","94"
"ISR","","ALL","1995","93"
"SVK","","ALL","2000","98"
"","EU_AFTER_MAY2004","ALL","2007","97.41554579"
"KAZ","","ALL","1997","97"
"","EU_MEMBERS","ALL","2014","93.66900473"
"KAZ","","ALL","2000","99"
"MDA","","ALL","1990","94"
"MCO","","ALL","2002","85"
"CYP","","ALL","2014","86"
"ESP","","ALL","2011","97"
"TUR","","ALL","1987","50"
"CYP","","ALL","2000","86"
"SVN","","ALL","2004","94"
"SVN","","ALL","2009","95"
