"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"UZB","","ALL","2012","99"
"MDA","","ALL","2013","91"
"SMR","","ALL","2014","57"
"MLT","","ALL","1988","41"
"TUR","","ALL","1993","72"
"ISL","","ALL","2007","95"
"ISL","","ALL","2003","93"
"LVA","","ALL","1996","96"
"EST","","ALL","1994","76"
"LVA","","ALL","1982","92"
"NOR","","ALL","1994","94"
"GRC","","ALL","2012","99"
"NLD","","ALL","1993","94"
"EST","","ALL","2009","95"
"ROU","","ALL","1995","93"
"AZE","","ALL","1992","83"
"RUS","","ALL","2009","99"
"MLT","","ALL","2008","78"
"NLD","","ALL","1986","93"
"NLD","","ALL","2016","94"
"POL","","ALL","1996","97"
"TKM","","ALL","2015","99"
"CHE","","ALL","1988","70"
"CHE","","ALL","1991","83"
"PRT","","ALL","1990","85"
"LVA","","ALL","2007","95"
"","WHO_EURO","ALL","2003","91.0559992"
"GBR","","ALL","2001","85"
"RUS","","ALL","2014","98"
"TKM","","ALL","2001","98"
"TKM","","ALL","2003","97"
"PRT","","ALL","2009","95"
"KAZ","","ALL","2012","96"
"PRT","","ALL","2007","95"
"KAZ","","ALL","1994","91"
"KAZ","","ALL","1998","99"
"KAZ","","ALL","2005","99"
"ALB","","ALL","1995","91"
"","NORDIC","ALL","2011","93.74963605"
"","EU_AFTER_MAY2004","ALL","1985","92.37359154"
"CHE","","ALL","1993","83"
"CHE","","ALL","1994","83"
"ITA","","ALL","2014","87"
"LVA","","ALL","2014","95"
"EST","","ALL","2013","94"
"RUS","","ALL","1989","82"
"RUS","","ALL","1986","76"
"MLT","","ALL","1989","86"
"ROU","","ALL","1985","88"
"LVA","","ALL","1999","97"
"UZB","","ALL","2001","99"
"AZE","","ALL","2004","98"
"NOR","","ALL","1996","92"
"GBR","","ALL","2006","85"
"ITA","","ALL","2001","77"
"RUS","","ALL","2006","99"
"RUS","","ALL","2005","99"
"TKM","","ALL","1997","99"
"TJK","","ALL","2006","96"
"ALB","","ALL","1981","90"
"ROU","","ALL","1989","90"
"POL","","ALL","2009","98"
"POL","","ALL","1995","96"
"ALB","","ALL","2004","96"
"FRA","","ALL","2007","90"
"HRV","","ALL","2000","93"
"SWE","","ALL","2007","96"
"","CIS","ALL","2002","96.97723477"
"","CIS","ALL","2004","98.30430718"
"ALB","","ALL","2003","93"
"GRC","","ALL","2007","99"
"ALB","","ALL","2012","98"
"TKM","","ALL","1999","97"
"TKM","","ALL","2000","97"
"TKM","","ALL","2002","88"
"HUN","","ALL","2012","99"
"AND","","ALL","2006","91"
"SWE","","ALL","1984","94"
"HRV","","ALL","2010","96"
"ISR","","ALL","2013","98"
"NOR","","ALL","1997","93"
"ESP","","ALL","2005","97"
"AZE","","ALL","2011","98"
"LVA","","ALL","1993","80"
"TUR","","ALL","1991","73"
"SWE","","ALL","1994","97"
"UZB","","ALL","1989","81"
"EST","","ALL","1992","75"
"ISL","","ALL","2011","94"
"EST","","ALL","1993","74"
"RUS","","ALL","1997","91"
"RUS","","ALL","2000","97"
"RUS","","ALL","1996","89"
"RUS","","ALL","2010","98"
"ROU","","ALL","1990","92"
"RUS","","ALL","2012","98"
"TJK","","ALL","1980","86"
"TUR","","ALL","2007","96"
"HUN","","ALL","1985","99"
"EST","","ALL","1998","89"
"ISR","","ALL","2010","96"
"HUN","","ALL","1986","99"
"ROU","","ALL","1987","90"
"UZB","","ALL","1999","96"
"HUN","","ALL","1988","99"
"HUN","","ALL","2015","99"
"DEU","","ALL","2008","95"
"CYP","","ALL","1980","29"
"HUN","","ALL","1993","99"
"HUN","","ALL","1994","99"
"LVA","","ALL","1987","97"
"","SEEHN","ALL","1989","92.0509816"
"LVA","","ALL","2010","95"
"LVA","","ALL","1989","97"
"ISL","","ALL","1992","99"
"ISL","","ALL","1995","99"
"CYP","","ALL","1989","76"
"ISL","","ALL","2014","90"
"NLD","","ALL","1998","96"
"IRL","","ALL","2002","73"
"GRC","","ALL","2013","99"
"GBR","","ALL","1981","52"
"GBR","","ALL","2002","85"
"TUR","","ALL","1981","52"
"ARM","","ALL","2003","94"
"UZB","","ALL","1986","90"
"GEO","","ALL","1996","88"
"GEO","","ALL","2004","86"
"LVA","","ALL","1995","81"
"ISL","","ALL","2009","92"
"LVA","","ALL","2012","90"
"HUN","","ALL","2013","99"
"LVA","","ALL","2000","97"
"HUN","","ALL","1984","99"
"LVA","","ALL","1997","97"
"MDA","","ALL","2016","88"
"UZB","","ALL","2015","99"
"TJK","","ALL","1994","84"
"PRT","","ALL","1981","49"
"ISR","","ALL","2011","97"
"PRT","","ALL","2004","95"
"PRT","","ALL","1982","46"
"TJK","","ALL","2008","86"
"SRB","","ALL","2001","91"
"SRB","","ALL","1995","86"
"SRB","","ALL","1997","92"
"PRT","","ALL","1989","96"
"","EU_AFTER_MAY2004","ALL","1981","91.30881454"
"","EU_AFTER_MAY2004","ALL","1984","92.29986558"
"SVK","","ALL","2002","99"
"CHE","","ALL","1997","83"
"ITA","","ALL","2012","90"
"ALB","","ALL","1985","96"
"CHE","","ALL","1998","81"
"NLD","","ALL","2014","96"
"KAZ","","ALL","2014","99"
"KAZ","","ALL","2006","99"
"KAZ","","ALL","2008","99"
"SRB","","ALL","1988","93"
"MKD","","ALL","1991","93"
"CYP","","ALL","2007","87"
"KAZ","","ALL","1990","95"
"CYP","","ALL","2010","87"
"GBR","","ALL","2015","95"
"SRB","","ALL","2010","95"
"TUR","","ALL","1982","64"
"ALB","","ALL","2009","97"
"LTU","","ALL","1997","96"
"ISL","","ALL","2006","95"
"ISL","","ALL","2004","93"
"ISL","","ALL","2008","96"
"RUS","","ALL","2015","98"
"TUR","","ALL","2005","91"
"HUN","","ALL","1981","99"
"TUR","","ALL","2003","75"
"HUN","","ALL","1980","99"
"TUR","","ALL","2004","81"
"NOR","","ALL","2012","94"
"TUR","","ALL","2002","82"
"UZB","","ALL","2004","99"
"NLD","","ALL","2001","95"
"PRT","","ALL","2005","93"
"POL","","ALL","1985","92"
"ALB","","ALL","2007","97"
"HRV","","ALL","1998","91"
"SWE","","ALL","1988","95"
"ALB","","ALL","2010","99"
"FIN","","ALL","2012","97"
"","EU_AFTER_MAY2004","ALL","2013","96.17735122"
"TKM","","ALL","1994","90"
"TKM","","ALL","1995","92"
"SWE","","ALL","1986","94"
"SWE","","ALL","2014","97"
"LUX","","ALL","2003","95"
"LUX","","ALL","2007","96"
"LTU","","ALL","2001","97"
"GBR","","ALL","2005","82"
"AND","","ALL","2015","96"
"GBR","","ALL","2013","93"
"GEO","","ALL","1995","61"
"HUN","","ALL","2016","99"
"GEO","","ALL","2008","97"
"SWE","","ALL","2000","91"
"","CIS","ALL","2011","94.46918102"
"SWE","","ALL","2001","94"
"GBR","","ALL","1988","76"
"TKM","","ALL","2006","99"
"LUX","","ALL","1997","91"
"SWE","","ALL","1981","92"
"UZB","","ALL","2005","99"
"ISL","","ALL","2005","90"
"LVA","","ALL","2004","99"
"RUS","","ALL","1994","81"
"UZB","","ALL","1991","84"
"LVA","","ALL","1998","97"
"CHE","","ALL","2014","93"
"CHE","","ALL","1989","90"
"TJK","","ALL","2007","85"
"ISR","","ALL","1998","97"
"TJK","","ALL","2009","89"
"PRT","","ALL","1980","54"
"UZB","","ALL","2010","98"
"TUR","","ALL","2006","98"
"UZB","","ALL","1997","96"
"TUR","","ALL","2009","97"
"TUR","","ALL","2010","97"
"EST","","ALL","1999","92"
"LVA","","ALL","2009","92"
"ISL","","ALL","2013","91"
"UZB","","ALL","2009","95"
"LVA","","ALL","1984","95"
"AUT","","ALL","2004","74"
"AUT","","ALL","2014","96"
"CYP","","ALL","1982","21"
"CYP","","ALL","1983","19"
"ESP","","ALL","1981","8"
"LVA","","ALL","1988","98"
"ROU","","ALL","1999","98"
"ESP","","ALL","1984","68"
"ESP","","ALL","1986","83"
"ESP","","ALL","1989","97"
"","SEEHN","ALL","1998","93.94791153"
"","SEEHN","ALL","1999","93.71384261"
"GBR","","ALL","1984","62"
"","SEEHN","ALL","2001","94.80692725"
"BIH","","ALL","2011","89"
"IRL","","ALL","2013","92"
"UZB","","ALL","1984","73"
"ITA","","ALL","1992","50"
"GEO","","ALL","1992","16"
"RUS","","ALL","2002","98"
"RUS","","ALL","1987","92"
"TUR","","ALL","1997","76"
"RUS","","ALL","1995","85"
"RUS","","ALL","2007","99"
"TJK","","ALL","1981","82"
"TUR","","ALL","1996","85"
"KGZ","","ALL","2016","97"
"TUR","","ALL","1999","80"
"HUN","","ALL","1982","99"
"HUN","","ALL","1983","99"
"CZE","","ALL","1997","96"
"GBR","","ALL","1995","92"
"ISR","","ALL","2000","97"
"GBR","","ALL","1996","92"
"ISR","","ALL","2005","94"
"ISR","","ALL","1994","92"
"EST","","ALL","1985","82"
"PRT","","ALL","1985","70"
"","NORDIC","ALL","2013","94.54535157"
"","EU_AFTER_MAY2004","ALL","1983","91.8400939"
"SVK","","ALL","2001","99"
"SVK","","ALL","2007","99"
"CHE","","ALL","1995","83"
"MNE","","ALL","2009","86"
"CHE","","ALL","1996","83"
"KAZ","","ALL","2001","95"
"PRT","","ALL","2000","87"
"NLD","","ALL","2010","96"
"NLD","","ALL","2007","96"
"DNK","","ALL","1988","72"
"SRB","","ALL","1990","83"
"ALB","","ALL","1998","89"
"ESP","","ALL","1992","83"
"SRB","","ALL","2006","88"
"SRB","","ALL","1994","81"
"ALB","","ALL","2002","96"
"MKD","","ALL","1996","91"
"ARM","","ALL","1998","94"
"SWE","","ALL","1995","97"
"GEO","","ALL","2000","97"
"SWE","","ALL","1980","88"
"LVA","","ALL","2003","99"
"POL","","ALL","1994","96"
"CHE","","ALL","2005","87"
"LVA","","ALL","2005","99"
"AUT","","ALL","1991","60"
"UZB","","ALL","1985","92"
"TJK","","ALL","2004","98"
"ISR","","ALL","1999","97"
"CZE","","ALL","1996","97"
"PRT","","ALL","2014","98"
"POL","","ALL","1986","92"
"HRV","","ALL","1995","92"
"HRV","","ALL","1996","92"
"ALB","","ALL","2005","97"
"HRV","","ALL","1997","91"
"HRV","","ALL","1999","92"
"FRA","","ALL","2003","87"
"IRL","","ALL","2001","73"
"UKR","","ALL","2012","79"
"","EU_MEMBERS","ALL","1996","84.28166215"
"","EU_MEMBERS","ALL","2002","89.96265773"
"GBR","","ALL","2016","92"
"POL","","ALL","1988","95"
"ALB","","ALL","2014","98"
"AND","","ALL","2003","96"
"AND","","ALL","2002","98"
"GBR","","ALL","2014","93"
"GEO","","ALL","1998","90"
"NLD","","ALL","1987","93"
"FIN","","ALL","2000","96"
"FIN","","ALL","1996","98"
"SWE","","ALL","1985","94"
"","EU_BEFORE_MAY2004","ALL","1992","78.35608573"
"","EU_BEFORE_MAY2004","ALL","1993","78.72586011"
"","EU_BEFORE_MAY2004","ALL","1996","81.01172181"
"UZB","","ALL","1996","95"
"SRB","","ALL","2009","95"
"MKD","","ALL","2000","97"
"","EU_AFTER_MAY2004","ALL","2014","95.13353297"
"ITA","","ALL","1996","50"
"SWE","","ALL","1996","96"
"CHE","","ALL","1990","90"
"","CIS","ALL","1993","87.83074541"
"GBR","","ALL","1991","90"
"POL","","ALL","1993","95"
"KAZ","","ALL","2015","99"
"ARM","","ALL","1995","96"
"RUS","","ALL","2013","98"
"HRV","","ALL","1994","90"
"LTU","","ALL","2016","94"
"AUT","","ALL","2007","79"
"AUT","","ALL","2003","79"
"ARM","","ALL","1996","89"
"ISR","","ALL","2012","96"
"ISR","","ALL","2004","97"
"AUT","","ALL","2001","79"
"AUT","","ALL","2002","78"
"LTU","","ALL","2013","93"
"HUN","","ALL","1990","99"
"AND","","ALL","2013","95"
"CYP","","ALL","1981","28"
"DEU","","ALL","1993","75"
"ISR","","ALL","1987","88"
"TJK","","ALL","1984","64"
"ISL","","ALL","1991","99"
"AZE","","ALL","2007","97"
"AZE","","ALL","1991","94"
"NOR","","ALL","1992","96"
"AZE","","ALL","2000","98"
"UKR","","ALL","1994","96"
"AZE","","ALL","1998","98"
"AZE","","ALL","2010","98"
"AZE","","ALL","1997","97"
"AZE","","ALL","1990","82"
"","EU_BEFORE_MAY2004","ALL","2015","93.43958718"
"ESP","","ALL","2015","96"
"ITA","","ALL","2004","86"
"SWE","","ALL","1997","96"
"ITA","","ALL","2000","74"
"ARM","","ALL","2005","94"
"GEO","","ALL","1997","95"
"LVA","","ALL","1986","98"
"LVA","","ALL","1994","81"
"BEL","","ALL","1997","76"
"ARM","","ALL","1993","95"
"SRB","","ALL","1991","76"
"ISR","","ALL","1992","94"
"TJK","","ALL","1992","79"
"UZB","","ALL","2007","98"
"TJK","","ALL","1982","96"
"GBR","","ALL","1993","92"
"GBR","","ALL","1994","92"
"PRT","","ALL","1983","48"
"SRB","","ALL","2015","87"
"SRB","","ALL","2003","87"
"SRB","","ALL","2004","89"
"PRT","","ALL","1984","48"
"BLR","","ALL","1984","55"
"EST","","ALL","2007","96"
"","EU_AFTER_MAY2004","ALL","1982","90.66346622"
"SVK","","ALL","1999","99"
"POL","","ALL","2013","98"
"SVK","","ALL","2004","99"
"SVK","","ALL","2006","98"
"MCO","","ALL","1990","99"
"","CARINFONET","ALL","2010","97.80651659"
"NLD","","ALL","2012","96"
"","CARINFONET","ALL","2012","97.58527265"
"","EU_AFTER_MAY2004","ALL","1991","93.92210566"
"SRB","","ALL","1987","92"
"DNK","","ALL","1990","84"
"MKD","","ALL","1992","53"
"DNK","","ALL","1992","85"
"SRB","","ALL","1993","85"
"MKD","","ALL","1993","98"
"MKD","","ALL","1995","97"
"TJK","","ALL","1999","90"
"NOR","","ALL","2000","88"
"MKD","","ALL","1998","96"
"ALB","","ALL","2001","95"
"LTU","","ALL","1998","97"
"SWE","","ALL","2010","97"
"GEO","","ALL","2007","97"
"ITA","","ALL","1999","70"
"GBR","","ALL","1990","89"
"POL","","ALL","1991","94"
"BEL","","ALL","2011","95"
"BEL","","ALL","2005","88"
"AUT","","ALL","1993","60"
"POL","","ALL","2010","98"
"POL","","ALL","1987","94"
"POL","","ALL","1998","97"
"POL","","ALL","1997","97"
"FIN","","ALL","2016","95"
"IRL","","ALL","1998","77"
"POL","","ALL","1984","94"
"FRA","","ALL","2004","88"
"TKM","","ALL","1993","84"
"FIN","","ALL","2015","95"
"ARM","","ALL","2009","96"
"DNK","","ALL","2009","84"
"IRL","","ALL","2010","90"
"TKM","","ALL","1996","98"
"TKM","","ALL","1998","99"
"FIN","","ALL","2003","97"
"NOR","","ALL","2009","93"
"NOR","","ALL","2016","96"
"ISR","","ALL","1983","85"
"GBR","","ALL","2000","88"
"GEO","","ALL","2002","99"
"GEO","","ALL","2001","99"
"BIH","","ALL","1995","53"
"ISR","","ALL","1984","85"
"ISR","","ALL","1985","85"
"FIN","","ALL","2008","97"
"FIN","","ALL","2011","97"
"ISR","","ALL","2009","97"
"GBR","","ALL","2003","82"
"SWE","","ALL","1983","93"
"SWE","","ALL","1982","91"
"MKD","","ALL","2011","97"
"BEL","","ALL","1996","73"
"GBR","","ALL","1989","84"
"LTU","","ALL","2000","97"
"","CIS","ALL","1992","84.96564322"
"LTU","","ALL","2009","96"
"LTU","","ALL","2011","94"
"","WHO_EURO","ALL","1995","82.45602051"
"","WHO_EURO","ALL","1997","86.88227823"
"UZB","","ALL","2014","99"
"","WHO_EURO","ALL","1998","88.14919879"
"UZB","","ALL","1988","90"
"LVA","","ALL","2016","93"
"CHE","","ALL","1999","82"
"ALB","","ALL","2013","99"
"UZB","","ALL","1990","85"
"HUN","","ALL","2002","99"
"DEU","","ALL","1987","50"
"CHE","","ALL","2009","92"
"DEU","","ALL","2015","97"
"HUN","","ALL","2009","99"
"LVA","","ALL","2002","98"
"EST","","ALL","2008","95"
"TJK","","ALL","1986","99"
"SVK","","ALL","2012","99"
"TJK","","ALL","1985","98"
"CYP","","ALL","1986","60"
"ISL","","ALL","1990","99"
"CYP","","ALL","1988","74"
"NLD","","ALL","1997","96"
"MLT","","ALL","1990","80"
"KAZ","","ALL","2003","99"
"BIH","","ALL","1997","86"
"MLT","","ALL","2001","0"
"CYP","","ALL","2009","87"
"AZE","","ALL","1999","99"
"AZE","","ALL","2003","98"
"ESP","","ALL","2012","97"
"SMR","","ALL","2008","73"
"SRB","","ALL","2008","92"
"SWE","","ALL","2009","97"
"ITA","","ALL","1993","50"
"ITA","","ALL","1994","50"
"DEU","","ALL","2005","93"
"","SEEHN","ALL","2014","92.13350354"
"","NORDIC","ALL","1995","94.1477575"
"AUT","","ALL","1990","60"
"TJK","","ALL","1990","95"
"CZE","","ALL","1995","96"
"FRA","","ALL","2013","89"
"","CARINFONET","ALL","1994","80.50729879"
"CZE","","ALL","1994","97"
"SRB","","ALL","1999","84"
"","CARINFONET","ALL","1997","96.471921"
"MDA","","ALL","2010","97"
"SRB","","ALL","2012","87"
"","NORDIC","ALL","2005","94.68992749"
"SRB","","ALL","2007","95"
"EST","","ALL","2001","95"
"DEU","","ALL","1986","50"
"BLR","","ALL","1986","57"
"SRB","","ALL","1996","90"
"SVK","","ALL","2015","95"
"EST","","ALL","1984","73"
"","CARINFONET","ALL","2009","95.87697625"
"MNE","","ALL","2015","64"
"","CARINFONET","ALL","2008","96.70118763"
"ITA","","ALL","2011","90"
"","EU_AFTER_MAY2004","ALL","1990","94.61794131"
"SVK","","ALL","2010","99"
"SRB","","ALL","1985","91"
"BGR","","ALL","2009","96"
"KAZ","","ALL","1999","99"
"DNK","","ALL","1991","86"
"ALB","","ALL","1993","76"
"BEL","","ALL","2016","96"
"TJK","","ALL","1996","90"
"TUR","","ALL","2001","90"
"TUR","","ALL","1998","79"
"TJK","","ALL","1997","95"
"MKD","","ALL","1999","98"
"ALB","","ALL","2000","95"
"RUS","","ALL","1999","97"
"BEL","","ALL","1995","85"
