"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"ESP","","ALL","2008","97"
"","SEEHN","ALL","1997","95.17399909"
"CZE","","ALL","2007","99"
"CHE","","ALL","1989","98"
"ITA","","ALL","2012","96"
"SVN","","ALL","1980","87"
"DEU","","ALL","2009","96"
"DEU","","ALL","2007","97"
"SMR","","ALL","1991","99"
"BEL","","ALL","1996","94"
"POL","","ALL","2008","96"
"","EU_BEFORE_MAY2004","ALL","1987","89.00486222"
"MDA","","ALL","1988","94"
"DNK","","ALL","1989","98"
"HRV","","ALL","1991","85"
"AZE","","ALL","1993","94"
"","EU_MEMBERS","ALL","2009","95.84025521"
"TJK","","ALL","2015","96"
"CYP","","ALL","2014","99"
"FIN","","ALL","1998","95"
"CHE","","ALL","1993","95"
"DEU","","ALL","1993","80"
"FIN","","ALL","1997","95"
"DEU","","ALL","1995","80"
"","NORDIC","ALL","1981","94.57827203"
"FIN","","ALL","2006","97"
"AUT","","ALL","2002","82"
"FIN","","ALL","2007","97"
"ARM","","ALL","1993","92"
"GBR","","ALL","2011","95"
"CZE","","ALL","2013","99"
"SVN","","ALL","1994","98"
"DEU","","ALL","1981","80"
"ISR","","ALL","1984","87"
"CYP","","ALL","2012","99"
"SVK","","ALL","2006","99"
"ISR","","ALL","1985","86"
"","EU_MEMBERS","ALL","2006","96.42751653"
"","WHO_EURO","ALL","2008","95.97339268"
"","CARINFONET","ALL","1990","89.18811739"
"SVK","","ALL","2009","99"
"SVN","","ALL","1993","98"
"ALB","","ALL","1986","94"
"SWE","","ALL","1992","99"
"MNE","","ALL","2012","94"
"ISR","","ALL","1982","93"
"","NORDIC","ALL","1996","97.52310969"
"NLD","","ALL","1994","97"
"ISR","","ALL","1983","88"
"TJK","","ALL","2003","96"
"MDA","","ALL","1996","99"
"","CARINFONET","ALL","1992","85.05430739"
"ARM","","ALL","1998","96"
"BGR","","ALL","1981","99"
"DNK","","ALL","1990","99"
"HRV","","ALL","2014","95"
"AZE","","ALL","2001","99"
"FRA","","ALL","1999","98"
"ARM","","ALL","1996","97"
"NLD","","ALL","1992","97"
"","NORDIC","ALL","1995","97.13262795"
"","NORDIC","ALL","1994","97.63352835"
"NLD","","ALL","1997","97"
"ARM","","ALL","2006","87"
"","NORDIC","ALL","1999","96.43362586"
"SMR","","ALL","1983","99"
"BGR","","ALL","1980","99"
"FIN","","ALL","1982","78"
"DEU","","ALL","1985","80"
"BLR","","ALL","2008","98"
"FIN","","ALL","1991","97"
"CHE","","ALL","2014","96"
"DEU","","ALL","2006","96"
"FIN","","ALL","1995","99"
"DNK","","ALL","2015","93"
"ROU","","ALL","1993","91"
"SVN","","ALL","1988","95"
"SWE","","ALL","2016","98"
"MDA","","ALL","2008","96"
"SVN","","ALL","1999","93"
"DNK","","ALL","1985","99"
"GEO","","ALL","2006","89"
"UKR","","ALL","2011","54"
"BLR","","ALL","2011","99"
"DEU","","ALL","1991","90"
"CYP","","ALL","2015","97"
"SVN","","ALL","1998","90"
"FIN","","ALL","1996","99"
"MLT","","ALL","2003","95"
"ISR","","ALL","1981","93"
"FIN","","ALL","1994","98"
"FIN","","ALL","1992","99"
"GEO","","ALL","1990","87"
"DNK","","ALL","1982","99"
"BGR","","ALL","1984","99"
"GRC","","ALL","2009","99"
"HRV","","ALL","2003","95"
"CHE","","ALL","2005","94"
"DEU","","ALL","2003","94"
"MDA","","ALL","2011","96"
"","NORDIC","ALL","1998","96.46732301"
"SVN","","ALL","1982","89"
"","NORDIC","ALL","1989","94.00622815"
"HUN","","ALL","1998","99"
"FIN","","ALL","1986","95"
"ESP","","ALL","2009","96"
"DNK","","ALL","1980","99"
"AZE","","ALL","2004","97"
"DNK","","ALL","1987","99"
"FIN","","ALL","2008","97"
"","NORDIC","ALL","2003","96.26930731"
"SRB","","ALL","2014","93"
"SVN","","ALL","1995","98"
"SVN","","ALL","2009","96"
"FIN","","ALL","1990","90"
"ISR","","ALL","1980","85"
"RUS","","ALL","1998","94"
"ESP","","ALL","2010","97"
"ESP","","ALL","2004","97"
"","NORDIC","ALL","1984","92.59014075"
"FIN","","ALL","2004","96"
"PRT","","ALL","2009","96"
"MDA","","ALL","2012","92"
"MDA","","ALL","1999","98"
"ARM","","ALL","2014","95"
"UKR","","ALL","2013","72"
"PRT","","ALL","1994","96"
"","NORDIC","ALL","1993","97.02809361"
"LVA","","ALL","1987","93"
"MLT","","ALL","2015","97"
"HUN","","ALL","1993","99"
"AZE","","ALL","1994","93"
"UKR","","ALL","2015","90"
"DEU","","ALL","1997","80"
"SVN","","ALL","2011","96"
"SVN","","ALL","2014","95"
"CZE","","ALL","2000","97"
"RUS","","ALL","2009","98"
"FIN","","ALL","2009","99"
"GEO","","ALL","2003","74"
"FIN","","ALL","1989","90"
"UKR","","ALL","1999","98"
"AZE","","ALL","2009","96"
"UKR","","ALL","2004","99"
"DNK","","ALL","2002","98"
"AZE","","ALL","1997","98"
"","NORDIC","ALL","1985","94.68257172"
"ROU","","ALL","1992","92"
"TJK","","ALL","2016","97"
"","CARINFONET","ALL","1991","87.71293412"
"","EU_MEMBERS","ALL","2007","96.32778418"
"MDA","","ALL","2000","97"
"GEO","","ALL","2012","93"
"DEU","","ALL","2012","95"
"LVA","","ALL","1984","91"
"DEU","","ALL","1996","80"
"DEU","","ALL","1998","95"
"DEU","","ALL","1987","95"
"HRV","","ALL","1999","93"
"LVA","","ALL","1981","95"
"LVA","","ALL","2010","92"
"","NORDIC","ALL","1990","94.27966557"
"UKR","","ALL","2005","95"
"AUT","","ALL","2008","83"
"","NORDIC","ALL","2000","95.98009743"
"UKR","","ALL","1998","98"
"BEL","","ALL","2013","99"
"GEO","","ALL","1996","94"
"FIN","","ALL","1988","99"
"GEO","","ALL","2009","93"
"DNK","","ALL","2007","87"
"SVK","","ALL","2016","96"
"GEO","","ALL","2014","91"
"TKM","","ALL","2016","98"
"","NORDIC","ALL","1991","97.24359614"
"IRL","","ALL","2012","95"
"SVN","","ALL","1981","87"
"FIN","","ALL","1983","78"
"","EU_MEMBERS","ALL","2008","95.82251428"
"ALB","","ALL","1985","94"
"AUT","","ALL","2009","83"
"","NORDIC","ALL","1997","96.45805957"
"SVK","","ALL","2008","99"
"","NORDIC","ALL","1992","98.53146204"
"","CARINFONET","ALL","2013","98.19743471"
"LVA","","ALL","2001","97"
"AZE","","ALL","2014","97"
"","NORDIC","ALL","1987","94.89138859"
"PRT","","ALL","2007","96"
"MKD","","ALL","2013","98"
"GRC","","ALL","2014","99"
"GEO","","ALL","2010","88"
"UKR","","ALL","2014","45"
"GEO","","ALL","2011","88"
"SVK","","ALL","2011","99"
"ARM","","ALL","2003","96"
"FIN","","ALL","1981","90"
"FIN","","ALL","1993","99"
"AZE","","ALL","1990","90"
"MDA","","ALL","1994","94"
"TUR","","ALL","2015","97"
"ARM","","ALL","1990","93"
"DEU","","ALL","2008","96"
"PRT","","ALL","1997","93"
"HUN","","ALL","2000","99"
"BGR","","ALL","1982","99"
"HUN","","ALL","1992","99"
"SVN","","ALL","1985","91"
"ARM","","ALL","2005","92"
"SVN","","ALL","2010","96"
"DEU","","ALL","2001","95"
"ARM","","ALL","2000","96"
"ROU","","ALL","1990","92"
"GBR","","ALL","1989","89"
"LVA","","ALL","1989","91"
"SVN","","ALL","1986","93"
"ARM","","ALL","1994","92"
"MDA","","ALL","1992","93"
"AZE","","ALL","2010","96"
"PRT","","ALL","1995","96"
"AZE","","ALL","1995","96"
"SVN","","ALL","1987","94"
"DEU","","ALL","1999","95"
"","CARINFONET","ALL","2011","98.01311332"
"MDA","","ALL","1993","92"
"HRV","","ALL","2008","96"
"TJK","","ALL","2013","97"
"HUN","","ALL","1994","99"
"SVN","","ALL","2003","95"
"SVN","","ALL","1996","98"
"","NORDIC","ALL","1982","91.71224363"
"PRT","","ALL","1996","95"
"DNK","","ALL","2000","97"
"RUS","","ALL","1997","91"
"HRV","","ALL","2004","96"
"ROU","","ALL","1991","90"
"HUN","","ALL","1995","99"
"MDA","","ALL","1995","97"
"SVN","","ALL","2007","97"
"SVN","","ALL","2001","93"
"UKR","","ALL","2002","99"
"ARM","","ALL","2002","96"
"ROU","","ALL","1989","95"
"ARM","","ALL","1997","95"
"LVA","","ALL","2002","98"
"DNK","","ALL","1981","98"
"","NORDIC","ALL","1986","94.23568936"
"DEU","","ALL","2002","95"
"","NORDIC","ALL","1988","96.08914819"
"SVN","","ALL","2002","93"
"HRV","","ALL","2007","96"
"GEO","","ALL","1991","45"
"AND","","ALL","2010","99"
"LVA","","ALL","2009","94"
"AZE","","ALL","2015","98"

"Last update","2017.09.14 09:58:38 GMT"
"Description","% of infants vaccinated against poliomyelitis"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_610?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2018. All rights reserved.","http://www.euro.who.int/en/home/copyright-notice"
